gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,state,property_valuation,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,age
M,29,Mass Customer,Yes,14.0,VIC,5.0,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42.0
F,11,Mass Customer,No,17.0,VIC,6.0,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,55.0
F,11,Mass Customer,No,17.0,VIC,6.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,55.0
F,11,Mass Customer,No,17.0,VIC,6.0,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,55.0
F,11,Mass Customer,No,17.0,VIC,6.0,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,55.0
F,11,Mass Customer,No,17.0,VIC,6.0,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,55.0
F,11,Mass Customer,No,17.0,VIC,6.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,55.0
F,11,Mass Customer,No,17.0,VIC,6.0,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,55.0
F,84,Mass Customer,No,15.0,VIC,9.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,54.0
F,84,Mass Customer,No,15.0,VIC,9.0,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,54.0
F,84,Mass Customer,No,15.0,VIC,9.0,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,54.0
F,84,Mass Customer,No,15.0,VIC,9.0,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,54.0
F,51,Affluent Customer,Yes,7.0,QLD,4.0,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,39.0
F,51,Affluent Customer,Yes,7.0,QLD,4.0,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,39.0
F,51,Affluent Customer,Yes,7.0,QLD,4.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,39.0
F,51,Affluent Customer,Yes,7.0,QLD,4.0,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,39.0
F,51,Affluent Customer,Yes,7.0,QLD,4.0,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,39.0
F,51,Affluent Customer,Yes,7.0,QLD,4.0,1.0,Cancelled,Solex,Road,medium,small,1703.52,1516.13,39.0
F,51,Affluent Customer,Yes,7.0,QLD,4.0,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39.0
F,68,High Net Worth,No,10.0,VIC,9.0,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,43.0
F,68,High Net Worth,No,10.0,VIC,9.0,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,43.0
F,68,High Net Worth,No,10.0,VIC,9.0,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,43.0
F,68,High Net Worth,No,10.0,VIC,9.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,43.0
M,58,Mass Customer,No,1.0,VIC,8.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,20.0
M,58,Mass Customer,No,1.0,VIC,8.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,20.0
M,58,Mass Customer,No,1.0,VIC,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,20.0
M,58,Mass Customer,No,1.0,VIC,8.0,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,20.0
M,58,Mass Customer,No,1.0,VIC,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,20.0
M,58,Mass Customer,No,1.0,VIC,8.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,20.0
M,58,Mass Customer,No,1.0,VIC,8.0,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,20.0
M,58,Mass Customer,No,1.0,VIC,8.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,20.0
F,18,Mass Customer,No,16.0,VIC,7.0,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,41.0
F,18,Mass Customer,No,16.0,VIC,7.0,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,41.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,64.0
M,78,Mass Customer,Yes,14.0,VIC,8.0,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,64.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,63.0
F,52,High Net Worth,Yes,11.0,VIC,4.0,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,63.0
M,3,High Net Worth,Yes,17.0,VIC,6.0,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,51.0
M,3,High Net Worth,Yes,17.0,VIC,6.0,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,51.0
M,3,High Net Worth,Yes,17.0,VIC,6.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,51.0
M,3,High Net Worth,Yes,17.0,VIC,6.0,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,51.0
M,3,High Net Worth,Yes,17.0,VIC,6.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,51.0
M,3,High Net Worth,Yes,17.0,VIC,6.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,51.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,41.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,41.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,41.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41.0
F,43,Mass Customer,Yes,9.0,VIC,10.0,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,41.0
M,14,High Net Worth,No,4.0,NSW,1.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,24.0
M,14,High Net Worth,No,4.0,NSW,1.0,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,24.0
M,14,High Net Worth,No,4.0,NSW,1.0,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,24.0
F,69,Mass Customer,No,4.0,VIC,2.0,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,25.0
F,69,Mass Customer,No,4.0,VIC,2.0,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,25.0
F,69,Mass Customer,No,4.0,VIC,2.0,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,25.0
F,69,Mass Customer,No,4.0,VIC,2.0,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,25.0
F,69,Mass Customer,No,4.0,VIC,2.0,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,25.0
F,10,High Net Worth,Yes,6.0,NSW,5.0,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,24.0
F,10,High Net Worth,Yes,6.0,NSW,5.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,24.0
F,10,High Net Worth,Yes,6.0,NSW,5.0,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,24.0
F,10,High Net Worth,Yes,6.0,NSW,5.0,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,24.0
F,10,High Net Worth,Yes,6.0,NSW,5.0,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,24.0
F,10,High Net Worth,Yes,6.0,NSW,5.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,24.0
F,10,High Net Worth,Yes,6.0,NSW,5.0,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,24.0
F,24,Mass Customer,Yes,5.0,NSW,7.0,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,27.0
F,24,Mass Customer,Yes,5.0,NSW,7.0,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,27.0
F,24,Mass Customer,Yes,5.0,NSW,7.0,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,27.0
F,24,Mass Customer,Yes,5.0,NSW,7.0,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,27.0
F,24,Mass Customer,Yes,5.0,NSW,7.0,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,27.0
F,24,Mass Customer,Yes,5.0,NSW,7.0,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,27.0
F,20,Mass Customer,Yes,4.0,NSW,4.0,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,30.0
F,20,Mass Customer,Yes,4.0,NSW,4.0,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,30.0
F,20,Mass Customer,Yes,4.0,NSW,4.0,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,30.0
F,20,Mass Customer,Yes,4.0,NSW,4.0,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,30.0
F,47,Mass Customer,No,3.0,NSW,1.0,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,23.0
F,47,Mass Customer,No,3.0,NSW,1.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,23.0
F,47,Mass Customer,No,3.0,NSW,1.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,23.0
F,47,Mass Customer,No,3.0,NSW,1.0,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,23.0
F,47,Mass Customer,No,3.0,NSW,1.0,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,23.0
F,47,Mass Customer,No,3.0,NSW,1.0,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,23.0
F,57,Mass Customer,Yes,10.0,NSW,8.0,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,41.0
F,57,Mass Customer,Yes,10.0,NSW,8.0,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,41.0
F,68,High Net Worth,Yes,3.0,NSW,8.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,23.0
F,68,High Net Worth,Yes,3.0,NSW,8.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,23.0
F,68,High Net Worth,Yes,3.0,NSW,8.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,23.0
F,68,High Net Worth,Yes,3.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,23.0
M,90,High Net Worth,Yes,5.0,NSW,10.0,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,54.0
M,90,High Net Worth,Yes,5.0,NSW,10.0,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,54.0
M,90,High Net Worth,Yes,5.0,NSW,10.0,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,54.0
M,90,High Net Worth,Yes,5.0,NSW,10.0,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,54.0
M,90,High Net Worth,Yes,5.0,NSW,10.0,1.0,Approved,Solex,Standard,medium,medium,1023.39,388.92,54.0
F,12,High Net Worth,Yes,20.0,NSW,7.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,62.0
F,12,High Net Worth,Yes,20.0,NSW,7.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,62.0
F,12,High Net Worth,Yes,20.0,NSW,7.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,62.0
F,12,High Net Worth,Yes,20.0,NSW,7.0,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,62.0
F,12,High Net Worth,Yes,20.0,NSW,7.0,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,62.0
F,12,High Net Worth,Yes,20.0,NSW,7.0,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,62.0
F,12,High Net Worth,Yes,20.0,NSW,7.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,62.0
F,80,Affluent Customer,Yes,21.0,NSW,5.0,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,45.0
F,80,Affluent Customer,Yes,21.0,NSW,5.0,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,45.0
F,80,Affluent Customer,Yes,21.0,NSW,5.0,0.0,Approved,Solex,Standard,medium,medium,317.3,388.92,45.0
F,80,Affluent Customer,Yes,21.0,NSW,5.0,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,45.0
F,80,Affluent Customer,Yes,21.0,NSW,5.0,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,45.0
F,80,Affluent Customer,Yes,21.0,NSW,5.0,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,45.0
F,80,Affluent Customer,Yes,21.0,NSW,5.0,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,45.0
M,5,Mass Customer,Yes,4.0,NSW,9.0,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,54.0
M,5,Mass Customer,Yes,4.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,54.0
M,5,Mass Customer,Yes,4.0,NSW,9.0,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,54.0
M,5,Mass Customer,Yes,4.0,NSW,9.0,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,54.0
M,5,Mass Customer,Yes,4.0,NSW,9.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,54.0
F,14,Mass Customer,No,11.0,NSW,8.0,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,62.0
F,14,Mass Customer,No,11.0,NSW,8.0,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,62.0
F,14,Mass Customer,No,11.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,62.0
F,14,Mass Customer,No,11.0,NSW,8.0,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,62.0
F,14,Mass Customer,No,11.0,NSW,8.0,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,62.0
F,74,Mass Customer,No,20.0,NSW,10.0,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,65.0
F,74,Mass Customer,No,20.0,NSW,10.0,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,65.0
F,74,Mass Customer,No,20.0,NSW,10.0,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,65.0
F,74,Mass Customer,No,20.0,NSW,10.0,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,65.0
F,74,Mass Customer,No,20.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,65.0
F,74,Mass Customer,No,20.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,65.0
M,31,Affluent Customer,Yes,16.0,NSW,10.0,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,49.0
M,31,Affluent Customer,Yes,16.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,49.0
M,31,Affluent Customer,Yes,16.0,NSW,10.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,49.0
M,31,Affluent Customer,Yes,16.0,NSW,10.0,1.0,Cancelled,Giant Bicycles,Standard,medium,small,1311.44,1167.18,49.0
M,31,Affluent Customer,Yes,16.0,NSW,10.0,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,49.0
M,31,Affluent Customer,Yes,16.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,49.0
M,31,Affluent Customer,Yes,16.0,NSW,10.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,49.0
M,31,Affluent Customer,Yes,16.0,NSW,10.0,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,49.0
F,51,Mass Customer,No,19.0,NSW,9.0,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,62.0
F,51,Mass Customer,No,19.0,NSW,9.0,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,62.0
F,51,Mass Customer,No,19.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,62.0
F,51,Mass Customer,No,19.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,62.0
F,51,Mass Customer,No,19.0,NSW,9.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,62.0
F,51,Mass Customer,No,19.0,NSW,9.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,62.0
M,56,High Net Worth,Yes,14.0,NSW,9.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,47.0
M,56,High Net Worth,Yes,14.0,NSW,9.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,47.0
M,56,High Net Worth,Yes,14.0,NSW,9.0,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,47.0
M,20,High Net Worth,Yes,11.0,NSW,7.0,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,35.0
M,20,High Net Worth,Yes,11.0,NSW,7.0,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,35.0
M,20,High Net Worth,Yes,11.0,NSW,7.0,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,35.0
M,20,High Net Worth,Yes,11.0,NSW,7.0,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,35.0
F,72,Mass Customer,No,17.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,65.0
F,72,Mass Customer,No,17.0,NSW,8.0,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,65.0
F,72,Mass Customer,No,17.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,65.0
F,72,Mass Customer,No,17.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,65.0
F,72,Mass Customer,No,17.0,NSW,8.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,65.0
F,72,Mass Customer,No,17.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,65.0
F,72,Mass Customer,No,17.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,65.0
M,14,High Net Worth,No,8.0,NSW,9.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,28.0
M,14,High Net Worth,No,8.0,NSW,9.0,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,28.0
M,14,High Net Worth,No,8.0,NSW,9.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,28.0
M,14,High Net Worth,No,8.0,NSW,9.0,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,28.0
M,14,High Net Worth,No,8.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,28.0
M,14,High Net Worth,No,8.0,NSW,9.0,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,28.0
F,93,High Net Worth,No,1.0,NSW,8.0,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,23.0
F,93,High Net Worth,No,1.0,NSW,8.0,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,23.0
M,94,Mass Customer,Yes,12.0,NSW,2.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,41.0
M,94,Mass Customer,Yes,12.0,NSW,2.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,41.0
M,94,Mass Customer,Yes,12.0,NSW,2.0,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,41.0
M,94,Mass Customer,Yes,12.0,NSW,2.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,41.0
M,94,Mass Customer,Yes,12.0,NSW,2.0,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,41.0
M,94,Mass Customer,Yes,12.0,NSW,2.0,0.0,Approved,Solex,Standard,medium,medium,1184.0,388.92,41.0
M,94,Mass Customer,Yes,12.0,NSW,2.0,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41.0
F,86,Mass Customer,Yes,3.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,22.0
F,86,Mass Customer,Yes,3.0,NSW,8.0,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,22.0
F,86,Mass Customer,Yes,3.0,NSW,8.0,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,22.0
F,86,Mass Customer,Yes,3.0,NSW,8.0,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,22.0
F,86,Mass Customer,Yes,3.0,NSW,8.0,0.0,Approved,Solex,Standard,medium,medium,483.12,388.92,22.0
F,86,Mass Customer,Yes,3.0,NSW,8.0,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,22.0
M,29,Affluent Customer,Yes,17.0,NSW,9.0,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,46.0
M,29,Affluent Customer,Yes,17.0,NSW,9.0,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,46.0
M,29,Affluent Customer,Yes,17.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,46.0
M,29,Affluent Customer,Yes,17.0,NSW,9.0,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,46.0
M,70,High Net Worth,Yes,2.0,NSW,8.0,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,23.0
M,70,High Net Worth,Yes,2.0,NSW,8.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,23.0
M,70,High Net Worth,Yes,2.0,NSW,8.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,23.0
M,70,High Net Worth,Yes,2.0,NSW,8.0,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,23.0
M,70,High Net Worth,Yes,2.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,23.0
M,70,High Net Worth,Yes,2.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,23.0
F,15,Mass Customer,No,20.0,NSW,8.0,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,63.0
F,15,Mass Customer,No,20.0,NSW,8.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,63.0
F,15,Mass Customer,No,20.0,NSW,8.0,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,63.0
M,42,High Net Worth,No,9.0,NSW,11.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,48.0
M,42,High Net Worth,No,9.0,NSW,11.0,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,48.0
M,96,Affluent Customer,Yes,19.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,53.0
M,96,Affluent Customer,Yes,19.0,NSW,8.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,53.0
M,96,Affluent Customer,Yes,19.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,53.0
M,96,Affluent Customer,Yes,19.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,53.0
M,96,Affluent Customer,Yes,19.0,NSW,8.0,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,53.0
