past_3_years_bike_related_purchases,owns_car,tenure,property_valuation,online_order,order_status,list_price,standard_cost,age,F,M,Affluent Customer,High Net Worth,Mass Customer,NSW,QLD,VIC,Giant Bicycles,Norco Bicycles,OHM Cycles,Solex,Trek Bicycles,WeareA2B,Mountain,Road,Standard,Touring,high,low,medium,large,medium,small
17,1,12.0,10.0,0.0,1,1977.36,1759.85,35.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
17,1,12.0,10.0,0.0,1,1216.14,1082.36,35.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
17,1,12.0,10.0,1.0,1,363.01,290.41,35.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
17,1,12.0,10.0,1.0,1,363.01,290.41,35.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
17,1,12.0,10.0,0.0,1,1073.07,933.84,35.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
24,1,7.0,11.0,1.0,1,792.9,594.68,38.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
24,1,7.0,11.0,1.0,1,1073.07,933.84,38.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
24,1,7.0,11.0,0.0,1,1793.43,248.82,38.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
24,1,7.0,11.0,0.0,1,748.17,448.9,38.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24,1,7.0,11.0,1.0,1,1720.7,1531.42,38.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
24,1,7.0,11.0,0.0,1,1762.96,950.52,38.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
24,1,7.0,11.0,0.0,1,1240.31,795.1,38.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
83,1,4.0,9.0,0.0,1,1483.2,99.59,32.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
83,1,4.0,9.0,1.0,1,1483.2,99.59,32.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
83,1,4.0,9.0,1.0,1,2091.47,388.92,32.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
83,1,4.0,9.0,1.0,1,958.74,748.9,32.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
83,1,4.0,9.0,0.0,1,441.49,84.99,32.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
83,1,4.0,9.0,0.0,1,2091.47,388.92,32.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
8,0,14.0,5.0,0.0,1,2091.47,388.92,56.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
8,0,14.0,5.0,0.0,1,1061.56,733.58,56.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
8,0,14.0,5.0,0.0,1,1977.36,1759.85,56.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
4,1,14.0,12.0,0.0,1,1469.44,596.55,45.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
4,1,14.0,12.0,1.0,1,1061.56,733.58,45.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
4,1,14.0,12.0,0.0,1,1151.96,649.49,45.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4,1,14.0,12.0,0.0,1,945.04,507.58,45.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
4,1,14.0,12.0,0.0,1,1061.56,733.58,45.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
4,1,14.0,12.0,0.0,1,71.49,53.62,45.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4,1,14.0,12.0,1.0,1,1538.99,829.65,45.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4,1,14.0,12.0,1.0,1,1220.66,388.92,45.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4,1,14.0,12.0,1.0,1,1061.56,733.58,45.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
4,1,14.0,12.0,1.0,1,1403.5,954.82,45.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4,1,14.0,12.0,1.0,1,1129.13,677.48,45.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4,1,14.0,12.0,0.0,1,1793.43,248.82,45.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
21,1,14.0,10.0,0.0,1,1873.97,863.95,35.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
21,1,14.0,10.0,0.0,1,792.9,594.68,35.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
21,1,14.0,10.0,1.0,1,2091.47,388.92,35.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
21,1,14.0,10.0,1.0,1,945.04,507.58,35.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
69,0,17.0,12.0,0.0,1,1240.31,795.1,42.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
69,0,17.0,12.0,1.0,1,1163.89,589.27,42.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
69,0,17.0,12.0,1.0,1,1762.96,950.52,42.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
69,0,17.0,12.0,0.0,1,1812.75,582.48,42.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
69,0,17.0,12.0,0.0,1,1577.53,826.51,42.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
69,0,17.0,12.0,1.0,1,12.01,7.21,42.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
62,0,7.0,10.0,0.0,1,1810.0,1610.9,40.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
62,0,7.0,10.0,1.0,1,1073.07,933.84,40.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
62,0,7.0,10.0,1.0,0,2091.47,388.92,40.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
62,0,7.0,10.0,1.0,1,1362.99,57.74,40.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
62,0,7.0,10.0,1.0,1,1073.07,933.84,40.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
62,0,7.0,10.0,1.0,1,1065.03,230.09,40.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
15,1,11.0,9.0,0.0,1,358.39,215.03,45.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
15,1,11.0,9.0,1.0,1,1703.52,1516.13,45.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
15,1,11.0,9.0,0.0,1,1228.07,400.91,45.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
15,1,11.0,9.0,1.0,1,1151.96,649.49,45.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
15,1,11.0,9.0,0.0,1,1890.39,260.14,45.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
15,1,11.0,9.0,1.0,1,1977.36,1759.85,45.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
15,1,11.0,9.0,0.0,1,1483.2,99.59,45.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2,1,8.0,12.0,0.0,1,1469.44,596.55,52.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2,1,8.0,12.0,1.0,1,544.05,376.84,52.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2,1,8.0,12.0,1.0,1,1873.97,863.95,52.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2,1,8.0,12.0,1.0,1,753.01,388.92,52.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2,1,8.0,12.0,1.0,1,1057.51,154.4,52.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
93,0,14.0,10.0,1.0,1,2091.47,388.92,44.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
93,0,14.0,10.0,1.0,1,1179.0,707.4,44.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
93,0,14.0,10.0,0.0,1,748.17,448.9,44.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
93,0,14.0,10.0,1.0,1,1977.36,1759.85,44.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
93,0,14.0,10.0,0.0,1,360.4,270.3,44.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
93,0,14.0,10.0,1.0,1,1769.64,108.76,44.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
93,0,14.0,10.0,0.0,1,1469.44,596.55,44.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
93,0,14.0,10.0,1.0,1,1720.7,1531.42,44.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
93,0,14.0,10.0,0.0,1,1992.93,762.63,44.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
93,0,14.0,10.0,1.0,1,1469.44,596.55,44.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
93,0,14.0,10.0,1.0,1,1807.45,778.69,44.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
93,0,14.0,10.0,0.0,1,1466.68,363.25,44.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
87,0,11.0,11.0,1.0,1,586.45,521.94,48.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
87,0,11.0,11.0,1.0,1,1977.36,1759.85,48.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
87,0,11.0,11.0,0.0,1,1227.34,770.89,48.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
87,0,11.0,11.0,0.0,1,1231.15,161.6,48.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
87,0,11.0,11.0,0.0,1,1274.93,764.96,48.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
65,0,1.0,11.0,0.0,1,235.63,125.07,22.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
65,0,1.0,11.0,0.0,1,1769.64,108.76,22.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
65,0,1.0,11.0,1.0,1,1466.68,363.25,22.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
65,0,1.0,11.0,0.0,1,1240.31,795.1,22.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
65,0,1.0,11.0,1.0,1,1415.01,1259.36,22.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
65,0,1.0,11.0,1.0,1,1065.03,230.09,22.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
65,0,1.0,11.0,0.0,1,12.01,7.21,22.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
65,0,1.0,11.0,0.0,1,100.35,75.26,22.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
65,0,1.0,11.0,0.0,1,60.34,45.26,22.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
65,0,1.0,11.0,0.0,1,441.49,84.99,22.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
65,0,1.0,11.0,0.0,1,358.39,215.03,22.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
20,0,2.0,9.0,0.0,1,543.39,407.54,36.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20,0,2.0,9.0,0.0,1,1466.68,363.25,36.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
20,0,2.0,9.0,0.0,1,227.88,136.73,36.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
20,0,2.0,9.0,0.0,1,642.7,211.37,36.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
20,0,2.0,9.0,1.0,1,544.05,376.84,36.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
20,0,2.0,9.0,1.0,1,60.34,45.26,36.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
20,0,2.0,9.0,1.0,1,912.52,141.4,36.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
20,0,2.0,9.0,1.0,1,1216.14,1082.36,36.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
20,0,2.0,9.0,0.0,1,290.62,215.14,36.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
45,0,1.0,9.0,0.0,1,202.62,151.96,28.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
45,0,1.0,9.0,1.0,1,2083.94,675.03,28.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
45,0,1.0,9.0,1.0,1,1071.23,380.74,28.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
45,0,1.0,9.0,1.0,1,544.05,376.84,28.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
68,0,15.0,9.0,0.0,0,1807.45,778.69,42.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
68,0,15.0,9.0,0.0,1,1065.03,230.09,42.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
68,0,15.0,9.0,0.0,1,1777.8,820.78,42.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
68,0,15.0,9.0,1.0,1,1148.64,689.18,42.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
68,0,15.0,9.0,0.0,1,980.37,234.43,42.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
89,1,20.0,9.0,1.0,1,1810.0,1610.9,33.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
89,1,20.0,9.0,1.0,1,1720.7,1531.42,33.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
89,1,20.0,9.0,1.0,1,175.89,131.92,33.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
89,1,20.0,9.0,1.0,1,1765.3,709.48,33.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
51,0,20.0,5.0,1.0,1,1720.7,1531.42,61.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
51,0,20.0,5.0,1.0,1,533.51,400.13,61.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
51,0,20.0,5.0,1.0,1,1057.51,154.4,61.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
72,0,9.0,3.0,0.0,1,1240.31,795.1,33.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
72,0,9.0,3.0,0.0,1,1228.07,400.91,33.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
72,0,9.0,3.0,0.0,1,1403.5,954.82,33.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
93,1,9.0,7.0,1.0,1,1762.96,950.52,41.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
93,1,9.0,7.0,0.0,1,574.64,459.71,41.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
93,1,9.0,7.0,0.0,1,1812.75,582.48,41.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
93,1,9.0,7.0,0.0,1,880.3,388.92,41.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
93,1,9.0,7.0,1.0,1,1240.31,795.1,41.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
39,1,15.0,5.0,0.0,1,748.17,448.9,33.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
39,1,15.0,5.0,0.0,1,1775.81,1580.47,33.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
39,1,15.0,5.0,1.0,1,795.34,101.58,33.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
39,1,15.0,5.0,0.0,1,175.89,131.92,33.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
39,1,15.0,5.0,0.0,1,1403.5,954.82,33.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
87,1,6.0,11.0,0.0,1,1635.3,993.66,63.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
87,1,6.0,11.0,1.0,1,533.51,400.13,63.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
87,1,6.0,11.0,0.0,1,642.7,211.37,63.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
64,1,3.0,11.0,0.0,1,792.9,594.68,25.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
64,1,3.0,11.0,1.0,1,642.31,513.85,25.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
64,1,3.0,11.0,1.0,1,795.34,101.58,25.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
64,1,3.0,11.0,1.0,1,1945.43,333.18,25.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
64,1,3.0,11.0,1.0,1,2083.94,675.03,25.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
75,1,9.0,11.0,1.0,1,958.74,748.9,66.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
75,1,9.0,11.0,0.0,1,1636.9,44.71,66.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
75,1,9.0,11.0,1.0,1,742.54,667.4,66.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
75,1,9.0,11.0,0.0,1,1403.5,954.82,66.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
75,1,9.0,11.0,0.0,1,1992.93,762.63,66.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
93,1,13.0,9.0,1.0,1,543.39,407.54,50.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
93,1,13.0,9.0,0.0,1,958.74,748.9,50.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
93,1,13.0,9.0,1.0,1,2005.66,1203.4,50.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
93,1,13.0,9.0,1.0,1,1216.14,1082.36,50.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
93,1,13.0,9.0,1.0,1,1555.58,818.01,50.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
93,1,13.0,9.0,1.0,1,1216.14,1082.36,50.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
93,1,13.0,9.0,0.0,1,980.37,234.43,50.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
93,1,13.0,9.0,1.0,1,2083.94,675.03,50.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
93,1,13.0,9.0,1.0,1,544.05,376.84,50.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
93,1,13.0,9.0,0.0,1,1061.56,733.58,50.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
93,1,13.0,9.0,0.0,1,1163.89,589.27,50.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
93,1,13.0,9.0,0.0,1,363.01,290.41,50.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
70,1,22.0,4.0,1.0,1,2091.47,388.92,34.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
70,1,22.0,4.0,1.0,1,1812.75,582.48,34.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
18,0,19.0,8.0,0.0,1,1280.28,829.51,44.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
18,0,19.0,8.0,0.0,1,1292.84,13.44,44.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
18,0,19.0,8.0,1.0,1,590.26,525.33,44.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18,0,19.0,8.0,0.0,1,358.39,215.03,44.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
18,0,19.0,8.0,0.0,1,1151.96,649.49,44.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
18,0,19.0,8.0,1.0,1,533.51,400.13,44.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
18,0,19.0,8.0,0.0,1,1228.07,400.91,44.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
18,0,19.0,8.0,1.0,1,235.63,125.07,44.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2,0,8.0,6.0,1.0,1,230.91,173.18,37.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2,0,8.0,6.0,0.0,1,792.9,594.68,37.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2,0,8.0,6.0,1.0,1,1945.43,333.18,37.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2,0,8.0,6.0,0.0,1,850.89,388.92,37.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2,0,8.0,6.0,1.0,1,12.01,7.21,37.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2,0,8.0,6.0,1.0,1,590.26,525.33,37.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,0,8.0,6.0,0.0,1,1148.64,689.18,37.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
75,1,7.0,6.0,1.0,1,1148.64,689.18,50.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
75,1,7.0,6.0,1.0,1,1807.45,778.69,50.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
75,1,7.0,6.0,0.0,1,1073.07,933.84,50.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
75,1,7.0,6.0,0.0,1,1065.03,230.09,50.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
75,1,7.0,6.0,0.0,1,1992.93,762.63,50.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
75,1,7.0,6.0,1.0,1,1769.64,108.76,50.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
